fb6db89b78e8b79e2aa8aed1b56ff377b21fb9df,DELETE,regular-file,.eslintrc.js,607,
eedb8ff230ede6d2c87b46b6fb02a6c98060e747,DELETE,regular-file,app/static/dist/js/main.min.js,1047339,
230ded3e13cd170aa39f2663a715da2d389e9e94,DELETE,executable,app/static/src/js/custom/main.js,6127,
e2174caae3f2694d25c395cdab4aa09df0c3822d,DELETE,regular-file,app/static/src/js/custom/particles.js,2820,
6116a99e74bbde5677b9c6b71e89d945b440479d,DELETE,regular-file,app/static/src/js/custom/progress-bar-script.js,586,
4e48f0c7f4eeb7d2d7acfb7d6e37fe3b6d5bf3c2,DELETE,regular-file,app/static/src/js/custom/sidebar.js,1467,
35baad056f6a050cd46a1e866ebc12802361ddac,DELETE,executable,app/static/src/js/custom/utils.js,194,
bda2b69a864decb39e6c9f9bee312f585bf554f0,DELETE,regular-file,app/static/src/js/vendor/aos.js,14239,
b1999d9a952391103954e16286996e009a631df6,DELETE,executable,app/static/src/js/vendor/bootstrap.bundle.min.js,80663,
c35e1da131ba699bf78a3bbb2979ce9fb4688597,DELETE,executable,app/static/src/js/vendor/bootstrap.min.js,60577,
382fb6be1cf941a8f760ae17f6e5637fa1cf0f35,DELETE,executable,app/static/src/js/vendor/jquery-3.5.1.min.js,89478,
e7e29d5b2a3d258d389ee074ba04353e68f8ffbc,DELETE,executable,app/static/src/js/vendor/jquery.min.js,87462,
6ee3a3bd5b52860ea3e99fdf8633ad683943245e,DELETE,executable,app/static/src/js/vendor/magnific-popup.min.js,20216,
b3d46d127fce3c8c3d2cb8a234a6d3f7bb8bbcaf,DELETE,regular-file,app/static/src/js/vendor/particles.min.js,23364,
729234aa0f5403824231ee02c21a7d611ff5cc90,DELETE,executable,app/static/src/js/vendor/semantic.min.js,277471,
42172c2f6ed2f683fe898bdc4291b323ef563312,DELETE,executable,app/static/src/js/vendor/slick.min.js,42863,
b1076a9f65e17f06d2029805712b84736e4674ae,DELETE,executable,app/static/src/js/vendor/swiper-bundle.min.js,140470,
96650e7feb2d433d716a9e7b458865c7d9986dea,DELETE,executable,app/static/src/js/vendor/tailwindcss3.4.0.js,366597,
044bdc25bbc305116b9bb2ec9c64429306e13c85,DELETE,regular-file,eslint.config.js,768,
18c658344559adc4c6d3b1a36658df5c9258df6f,DELETE,regular-file,venv/lib/python3.9/site-packages/werkzeug/debug/shared/debugger.js,10544,
